,Kateqoriya,Sah?,Ç?xar??,T?mir,Otaq Say?,Rayon,Q?s?b?,Elan ID,Qiym?t,Elan Sahibi,?poteka,Elan Linki,Enine Koordinat,Uzununa Koordinat,Evin M?rt?b?si,Ümumi M?rt?b? Say?
152,Yeni tikili,67,yoxdur,yoxdur,2,H?zi Aslanov m.,X?tai r.,5345059,113900,vasit?çi (agent),Yoxdur,https://bina.az/items/5345059,40.36708506,49.95391865,12,13
153,Köhn? tikili,55,var,var,3,20 Yanvar m.,Memar ?c?mi m.,5375816,136000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375816,40.40620159,49.80673674,3,5
154,Yeni tikili,60,var,var,1,H?zi Aslanov m.,X?tai r.,5362284,140000,vasit?çi (agent),Yoxdur,https://bina.az/items/5362284,40.37279473,49.95359169,16,17
155,Köhn? tikili,50,var,var,2,Sabunçu r.,Bak?xanov q.,5321967,101000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5321967,40.42149701,49.96056586,1,5
156,Yeni tikili,70,var,var,3,Avtova?zal m.,Bin?q?di r.,5024678,148500,vasit?çi (agent),var,https://bina.az/items/5024678,40.42320325,49.79068779,14,17
157,Köhn? tikili,65,var,var,2,Bin?q?di r.,9-cu mikrorayon q.,5296802,147000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5296802,40.4279335,49.8135998,1,9
158,Köhn? tikili,44,var,var,1,H?zi Aslanov m.,X?tai r.,5375809,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375809,40.37751092,49.96141538,4,9
159,Köhn? tikili,65,var,var,2,H?zi Aslanov m.,X?tai r.,5279640,145000,vasit?çi (agent),var,https://bina.az/items/5279640,40.37224297,49.95400716,2,9
160,Yeni tikili,90,var,var,3,Ab?eron r.,Masaz?r q.,5375800,132000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375800,40.48431962,49.75749341,9,11
161,Köhn? tikili,55,var,var,2,H?zi Aslanov m.,X?tai r.,5242378,122000,vasit?çi (agent),var,https://bina.az/items/5242378,40.3764811,49.9606429,1,9
162,Köhn? tikili,90,var,var,3,Memar ?c?mi m.,N?simi r.,5375790,150000,vasit?çi (agent),var,https://bina.az/items/5375790,40.41542412,49.81369896,9,9
163,Köhn? tikili,75,var,var,3,['X?tai r.'],Yoxdur,5138194,150000,vasit?çi (agent),var,https://bina.az/items/5138194,40.36378532,49.96489364,1,9
164,Köhn? tikili,65,var,var,2,X?tai r.,?hm?dli q.,4195813,125000,vasit?çi (agent),var,https://bina.az/items/4195813,40.36360062,49.95511097,8,9
165,Yeni tikili,45,var,var,2,Azadl?q Prospekti m.,Bin?q?di r.,5375784,144000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375784,40.4179243,49.84013292,3,9
166,Yeni tikili,100,var,var,4,Suraxan? r.,Z?? q.,5366277,130000,vasit?çi (agent),var,https://bina.az/items/5366277,40.36618774,49.98644236,4,5
167,Yeni tikili,62,yoxdur,var,2,Yasamal r.,Yeni Yasamal q.,4359335,123000,vasit?çi (agent),Yoxdur,https://bina.az/items/4359335,40.35845796,49.78817382,16,16
168,Yeni tikili,59,var,var,2,Ukrayna dair?si,H?zi Aslanov m.,5348586,135000,vasit?çi (agent),Yoxdur,https://bina.az/items/5348586,40.37851166,49.95285043,12,15
169,Yeni tikili,47,yoxdur,yoxdur,2,Koro?lu m.,Nizami r.,5323044,145000,vasit?çi (agent),Yoxdur,https://bina.az/items/5323044,40.4243757,49.9116411,7,18
170,Köhn? tikili,36,var,var,2,Bin?q?di r.,9-cu mikrorayon q.,5366523,121500,mülkiyy?tçi,Yoxdur,https://bina.az/items/5366523,40.42421741,49.81261811,6,9
171,Yeni tikili,51,var,var,2,Sabunçu r.,Bak?xanov q.,5298344,109000,vasit?çi (agent),var,https://bina.az/items/5298344,40.4369527,49.9583745,12,19
172,Köhn? tikili,65,var,var,2,?hm?dli m.,X?tai r.,5375746,135000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5375746,40.382631,49.945952,1,9
173,Yeni tikili,96,var,var,3,Ab?eron r.,Masaz?r q.,4402977,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/4402977,40.49219702,49.7532177,5,6
174,Köhn? tikili,85,var,var,3,H?zi Aslanov m.,X?tai r.,5299401,142000,vasit?çi (agent),Yoxdur,https://bina.az/items/5299401,40.37495357,49.9650247,5,9
175,Yeni tikili,60,var,var,2,?hm?dli m.,X?tai r.,5270291,138500,mülkiyy?tçi,var,https://bina.az/items/5270291,40.382631,49.945952,13,13
176,Köhn? tikili,50,var,var,2,Azadl?q Prospekti m.,Bin?q?di r.,5331750,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5331750,40.42818465,49.85045645,3,5
177,Yeni tikili,70,var,var,2,S?bail r.,Bay?l q.,5370239,124999,vasit?çi (agent),Yoxdur,https://bina.az/items/5370239,40.34306142,49.83810447,17,17
178,Köhn? tikili,45,var,var,2,Azadl?q Prospekti m.,Bin?q?di r.,5375721,145000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375721,40.42538991,49.8405727,4,9
179,Köhn? tikili,85,var,var,3,X?tai r.,Köhn? Gün??li q.,5375718,143000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5375718,40.36202675,49.96503198,1,9
180,Yeni tikili,56,yoxdur,yoxdur,2,Neftçil?r m.,Nizami r.,5375690,145000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5375690,40.40835387,49.9371321,14,16
181,Köhn? tikili,72,var,var,2,Xalqlar Dostlu?u m.,X?tai r.,5284127,144000,vasit?çi (agent),Yoxdur,https://bina.az/items/5284127,40.39945188,49.95113207,7,9
182,Köhn? tikili,50,var,var,2,Azadl?q Prospekti m.,Bin?q?di r.,5301009,118000,vasit?çi (agent),var,https://bina.az/items/5301009,40.42204294,49.8431116,9,9
183,Köhn? tikili,58,var,var,2,?n?aatç?lar m.,Yasamal r.,5072320,135000,vasit?çi (agent),Yoxdur,https://bina.az/items/5072320,40.39382996,49.80630346,5,5
184,Köhn? tikili,65,var,var,2,['X?tai r.'],Yoxdur,5371850,107000,vasit?çi (agent),Yoxdur,https://bina.az/items/5371850,40.36267494,49.96310434,3,9
185,Yeni tikili,106,yoxdur,var,3,Ab?eron r.,Masaz?r q.,5350790,107000,vasit?çi (agent),Yoxdur,https://bina.az/items/5350790,40.49252326,49.75621898,9,14
186,Köhn? tikili,50,var,var,2,Memar ?c?mi m.,N?simi r.,5375643,126000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375643,40.41121099,49.82054313,3,5
187,Köhn? tikili,65,var,var,2,['X?tai r.'],Yoxdur,5341033,127000,vasit?çi (agent),Yoxdur,https://bina.az/items/5341033,40.37228708,49.9686866,4,9
188,Yeni tikili,31,var,var,1,Melissa Park,20 Yanvar m.,5375633,105000,vasit?çi (agent),var,https://bina.az/items/5375633,40.3980529,49.80833459,5,20
189,Köhn? tikili,50,var,var,2,20 Yanvar m.,N?simi r.,5375629,122000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375629,40.40421582,49.80787997,5,5
190,Yeni tikili,45,var,var,2,20 Yanvar m.,Yasamal r.,5325429,144000,vasit?çi (agent),var,https://bina.az/items/5325429,40.39779382,49.80834246,5,16
191,Köhn? tikili,33,var,var,2,Memar ?c?mi m.,N?simi r.,5262201,115000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5262201,40.41576693,49.81681019,3,5
192,Köhn? tikili,70,var,var,2,Memar ?c?mi m.,N?simi r.,5353265,147500,vasit?çi (agent),var,https://bina.az/items/5353265,40.41388772,49.82174593,4,5
193,Köhn? tikili,55,var,Yoxdur,2,H?zi Aslanov m.,X?tai r.,5375613,143000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375613,40.36653746,49.95056616,3,9
194,Yeni tikili,37,var,var,2,Qara Qarayev m.,Koro?lu m.,5064582,105000,mülkiyy?tçi,var,https://bina.az/items/5064582,40.41535574,49.92681761,13,16
195,Köhn? tikili,65,var,var,2,Neapol dair?si,?hm?dli m.,5375610,120000,vasit?çi (agent),var,https://bina.az/items/5375610,40.38243117,49.96434317,9,9
196,Yeni tikili,53,yoxdur,var,2,Neftçil?r m.,Nizami r.,5336706,130000,vasit?çi (agent),Yoxdur,https://bina.az/items/5336706,40.40900423,49.93981447,5,16
197,Yeni tikili,110,yoxdur,yoxdur,2,Suraxan? r.,Z?? q.,5375594,117000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375594,40.35879246,49.97651366,2,14
198,Yeni tikili,65,var,var,2,['X?tai r.'],Yoxdur,4818359,133000,vasit?çi (agent),Yoxdur,https://bina.az/items/4818359,40.37520594,49.97404085,12,16
199,Köhn? tikili,65,var,var,2,Neftçil?r m.,Nizami r.,5326469,120000,vasit?çi (agent),var,https://bina.az/items/5326469,40.41672743,49.94620663,1,9
200,Köhn? tikili,60,var,var,2,Sabunçu r.,Bak?xanov q.,5248143,126000,vasit?çi (agent),Yoxdur,https://bina.az/items/5248143,40.41679556,49.9691593,4,9
201,Yeni tikili,80,var,yoxdur,1,Neapol dair?si,?hm?dli m.,5375561,133000,vasit?çi (agent),var,https://bina.az/items/5375561,40.3863688,49.96286823,14,17
202,Yeni tikili,75,var,var,3,Suraxan? r.,Hövsan q.,5375564,107000,mülkiyy?tçi,var,https://bina.az/items/5375564,40.376143,50.091873,4,9
203,Yeni tikili,88,yoxdur,yoxdur,3,Ab?eron r.,Saray q.,5375565,101000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5375565,40.52727307,49.74195285,3,16
204,Yeni tikili,70,var,var,3,?n?aatç?lar m.,Yasamal r.,5364265,102000,vasit?çi (agent),Yoxdur,https://bina.az/items/5364265,40.39353918,49.79514115,20,20
205,Yeni tikili,72,var,var,3,Yasamal r.,Yeni Yasamal q.,5364517,150000,vasit?çi (agent),Yoxdur,https://bina.az/items/5364517,40.38912164,49.78875238,17,20
206,Yeni tikili,67,var,var,2,X?tai r.,?hm?dli q.,5268804,139000,vasit?çi (agent),Yoxdur,https://bina.az/items/5268804,40.36521758,49.95976925,2,20
207,Yeni tikili,80,var,var,3,Ab?eron r.,M?mm?dli q.,5375552,102000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375552,40.52694216,49.9320599,1,4
208,Köhn? tikili,55,var,var,2,Zoopark,G?nclik m.,5338907,138000,vasit?çi (agent),Yoxdur,https://bina.az/items/5338907,40.39369318,49.84681396,5,5
209,Yeni tikili,75,var,var,3,N?simi m.,Bin?q?di r.,5336053,145000,vasit?çi (agent),Yoxdur,https://bina.az/items/5336053,40.42961024,49.82521495,3,9
210,Yeni tikili,64,yoxdur,var,3,X?tai r.,H?zi Aslanov q.,5375553,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375553,40.38220603,49.9246933,10,14
211,Köhn? tikili,45,var,var,2,['X?tai r.'],Yoxdur,5360643,103000,vasit?çi (agent),Yoxdur,https://bina.az/items/5360643,40.36811748,49.94137835,6,9
212,Köhn? tikili,60,yoxdur,var,2,H?zi Aslanov m.,X?tai r.,5375548,143000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375548,40.36605761,49.94933236,3,9
213,Yeni tikili,88,var,var,2,Qarada? r.,Lökbatan q.,5310930,135000,vasit?çi (agent),var,https://bina.az/items/5310930,40.32467599,49.73072075,9,9
214,Köhn? tikili,70,var,var,3,['X?tai r.'],Yoxdur,5317080,148000,vasit?çi (agent),Yoxdur,https://bina.az/items/5317080,40.36786611,49.93989944,5,5
215,Köhn? tikili,65,var,var,3,X?tai r.,H?zi Aslanov m.,5375529,143000,vasit?çi (agent),var,https://bina.az/items/5375529,40.36464504,49.95970713,4,9
216,Köhn? tikili,65,var,var,2,X?tai r.,Köhn? Gün??li q.,5033039,115000,vasit?çi (agent),var,https://bina.az/items/5033039,40.36188472,49.96958723,3,9
217,Köhn? tikili,33,var,yoxdur,1,Neftçi bazas?,D?M,5369967,115000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5369967,40.40103718,49.8398813,3,5
218,Yeni tikili,79,var,yoxdur,2,Neapol dair?si,?hm?dli m.,5200563,133000,vasit?çi (agent),var,https://bina.az/items/5200563,40.38581936,49.96529903,14,17
219,Yeni tikili,59,yoxdur,yoxdur,2,??rq bazar?,N?rimanov r.,5047835,142800,vasit?çi (agent),Yoxdur,https://bina.az/items/5047835,40.38916533,49.85690578,5,14
220,Köhn? tikili,60,var,var,3,X?tai r.,H?zi Aslanov q.,5375513,127000,vasit?çi (agent),var,https://bina.az/items/5375513,40.35953693,49.96180077,3,9
221,Yeni tikili,62,var,var,2,?hm?dli m.,X?tai r.,5357593,145000,vasit?çi (agent),Yoxdur,https://bina.az/items/5357593,40.38496025,49.95492328,8,9
222,Yeni tikili,55,var,var,2,?hm?dli m.,X?tai r.,5375510,145000,vasit?çi (agent),var,https://bina.az/items/5375510,40.38693796,49.95395659,3,9
223,Yeni tikili,55,var,var,2,Memar ?c?mi m.,N?simi r.,5375506,137000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5375506,40.4136237,49.8112751,3,5
224,Yeni tikili,45,var,var,2,ASAN Xidm?t ?3,Yasamal bazar?,5267625,144000,mülkiyy?tçi,var,https://bina.az/items/5267625,40.379828,49.808782,5,16
225,Yeni tikili,65,var,var,2,D?rn?gül m.,Bin?q?di r.,5358950,119000,vasit?çi (agent),Yoxdur,https://bina.az/items/5358950,40.41942178,49.8525157,18,18
226,Köhn? tikili,35,var,var,1,ASAN Xidm?t ?1,8 Noyabr m.,5323521,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5323521,40.4018627,49.83140945,1,5
227,Yeni tikili,60,var,var,2,?n?aatç?lar m.,Yasamal r.,5339528,149000,vasit?çi (agent),Yoxdur,https://bina.az/items/5339528,40.394,49.795,12,17
228,Yeni tikili,82,yoxdur,var,2,Sabunçu r.,Bak?xanov q.,5275551,140000,vasit?çi (agent),Yoxdur,https://bina.az/items/5275551,40.4369527,49.9583745,17,19
229,Yeni tikili,82,var,var,2,Sabunçu r.,Bak?xanov q.,5343955,136500,vasit?çi (agent),var,https://bina.az/items/5343955,40.4369527,49.9583745,8,19
230,Köhn? tikili,80,var,var,3,['X?tai r.'],Yoxdur,5375470,133000,vasit?çi (agent),var,https://bina.az/items/5375470,40.34296784,49.97147534,5,5
231,Yeni tikili,41,var,var,1,ASAN Xidm?t ?3,Yasamal bazar?,5375465,109000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375465,40.379962,49.808995,9,10
232,Köhn? tikili,70,var,var,3,Azadl?q Prospekti m.,Bin?q?di r.,5270188,138000,vasit?çi (agent),Yoxdur,https://bina.az/items/5270188,40.42923573,49.84978215,8,12
233,Yeni tikili,92,var,var,2,H?zi Aslanov m.,X?tai r.,5352635,149000,vasit?çi (agent),Yoxdur,https://bina.az/items/5352635,40.37080966,49.95515445,17,17
234,Köhn? tikili,60,var,var,2,Sabunçu r.,Bak?xanov q.,5375455,126000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375455,40.41710826,49.97192194,4,9
235,Köhn? tikili,75,var,var,3,['X?tai r.'],Yoxdur,5134319,142000,vasit?çi (agent),var,https://bina.az/items/5134319,40.36375727,49.95960466,9,9
236,Yeni tikili,80,var,var,3,Suraxan? r.,Hövsan q.,5375434,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375434,40.38045837,50.07359106,3,12
237,Yeni tikili,55,var,var,2,Memar ?c?mi m.,20 Yanvar m.,5375436,135000,vasit?çi (agent),var,https://bina.az/items/5375436,40.41174622,49.81151378,2,5
238,Köhn? tikili,52,var,var,2,Suraxan? r.,Yeni Gün??li q.,5306926,109000,mülkiyy?tçi,var,https://bina.az/items/5306926,40.38716266,49.98367766,9,9
239,Köhn? tikili,50,var,var,2,Memar ?c?mi m.,N?simi r.,5375426,132000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5375426,40.41341872,49.82140925,4,5
240,Köhn? tikili,52,var,var,1,??rq bazar?,28 May m.,4931381,116000,vasit?çi (agent),var,https://bina.az/items/4931381,40.3853242,49.85424042,4,5
241,Köhn? tikili,60,var,var,2,['Sabunçu r.'],Yoxdur,5375396,126000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375396,40.43241676,49.95297894,4,9
242,Yeni tikili,67,var,var,2,Suraxan? r.,Yeni Gün??li q.,5375397,113000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375397,40.37462334,49.97966039,15,25
243,Köhn? tikili,70,var,var,3,Sabunçu r.,Bak?xanov q.,5231791,145000,vasit?çi (agent),Yoxdur,https://bina.az/items/5231791,40.42487454,49.96005546,2,3
244,Köhn? tikili,65,var,var,2,X?tai r.,?hm?dli q.,5298090,134000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5298090,40.36380704,49.95498568,5,9
245,Köhn? tikili,60,var,var,3,['X?tai r.'],Yoxdur,5375391,128000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375391,40.35341709,49.96211907,3,9
246,Köhn? tikili,70,var,var,3,Suraxan? r.,Hövsan q.,5375381,118000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375381,40.35801704,50.06511161,2,5
247,Yeni tikili,60,var,var,2,Azadl?q Prospekti m.,Bin?q?di r.,5256300,148000,mülkiyy?tçi,var,https://bina.az/items/5256300,40.43321626,49.84503114,17,18
248,Yeni tikili,57,var,var,2,20 Yanvar m.,Yasamal r.,5308047,135000,vasit?çi (agent),var,https://bina.az/items/5308047,40.39891354,49.80531306,5,17
249,Yeni tikili,70,var,var,3,Massiv D q.,Suraxan? r.,5375372,139000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375372,40.37478681,49.97953164,8,25
250,Yeni tikili,62,var,var,2,Memar ?c?mi m.,Bin?q?di r.,5362180,142000,vasit?çi (agent),var,https://bina.az/items/5362180,40.41935583,49.81195018,2,16
251,Yeni tikili,83,var,var,3,Sabunçu r.,Bak?xanov q.,5354359,139500,vasit?çi (agent),var,https://bina.az/items/5354359,40.4369527,49.9583745,2,19
252,Köhn? tikili,53,var,var,2,Memar ?c?mi m.,20 Yanvar m.,5336401,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5336401,40.41132076,49.80534309,5,5
253,Yeni tikili,37,yoxdur,yoxdur,1,Qara Qarayev m.,Nizami r.,5164748,104000,vasit?çi (agent),Yoxdur,https://bina.az/items/5164748,40.41755565,49.93417989,11,16
254,Köhn? tikili,48,var,var,2,N?riman N?rimanov park?,R?ssaml?q Akademiyas?,5372807,140000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372807,40.39963917,49.87570689,1,3
255,Yeni tikili,60,var,Yoxdur,2,Qara Qarayev m.,Nizami r.,5359596,147000,vasit?çi (agent),Yoxdur,https://bina.az/items/5359596,40.41724904,49.93416994,4,5
256,Köhn? tikili,105,var,yoxdur,4,Suraxan? r.,Yeni Gün??li q.,3775919,137500,mülkiyy?tçi,var,https://bina.az/items/3775919,40.38187198,49.97477194,9,9
257,Köhn? tikili,38,var,var,1,['N?rimanov r.'],Yoxdur,5352506,117000,vasit?çi (agent),Yoxdur,https://bina.az/items/5352506,40.40903983,49.83587801,4,5
258,Köhn? tikili,40,var,var,2,N?riman N?rimanov m.,N?rimanov r.,5356935,142000,vasit?çi (agent),Yoxdur,https://bina.az/items/5356935,40.4039003,49.86776414,4,5
259,Köhn? tikili,40,var,var,2,N?riman N?rimanov m.,N?rimanov r.,5356916,137000,vasit?çi (agent),Yoxdur,https://bina.az/items/5356916,40.40859401,49.86718358,4,5
260,Köhn? tikili,70,var,var,3,Neftçil?r m.,Xalqlar Dostlu?u m.,5375327,150000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375327,40.40506074,49.94795174,4,5
261,Yeni tikili,30,var,var,1,20 Yanvar m.,Yasamal r.,5311431,107000,vasit?çi (agent),var,https://bina.az/items/5311431,40.39796853,49.80596273,20,20
262,Köhn? tikili,63,var,var,4,N?simi m.,N?simi r.,5375305,125000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375305,40.41807697,49.83404117,1,5
263,Köhn? tikili,50,var,var,2,Neftçil?r m.,Nizami r.,5358691,122000,vasit?çi (agent),Yoxdur,https://bina.az/items/5358691,40.41488669,49.94784763,5,5
264,Yeni tikili,113,var,yoxdur,3,H?zi Aslanov m.,X?tai r.,5330327,140000,vasit?çi (agent),var,https://bina.az/items/5330327,40.36666167,49.95946399,17,17
265,Yeni tikili,60,var,var,2,?n?aatç?lar m.,Yasamal r.,5290258,144500,vasit?çi (agent),Yoxdur,https://bina.az/items/5290258,40.39401226,49.79737107,7,9
266,Köhn? tikili,50,var,var,2,8 Noyabr m.,Memar ?c?mi m.,5375293,125000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375293,40.4084086,49.82178923,3,5
267,Köhn? tikili,45,var,var,2,Yasamal r.,Yeni Yasamal q.,5142735,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5142735,40.39502722,49.79295093,7,9
268,Yeni tikili,45,var,var,2,D?rn?gül m.,Bin?q?di r.,5375290,138000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375290,40.41973763,49.85249254,3,18
269,Yeni tikili,42,yoxdur,yoxdur,2,Bak? Slavyan Universiteti,Az?rbaycan Dill?r Universiteti,5097656,148000,vasit?çi (agent),Yoxdur,https://bina.az/items/5097656,40.38470967,49.8450275,3,16
270,Köhn? tikili,55,var,var,3,Xalqlar Dostlu?u m.,Neftçil?r m.,5375286,126500,vasit?çi (agent),Yoxdur,https://bina.az/items/5375286,40.40459474,49.95065876,5,5
271,Yeni tikili,70,var,var,2,Suraxan? r.,Massiv D q.,5375287,135000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375287,40.36941427,49.97644443,6,12
272,Köhn? tikili,60,var,var,2,X?tai r.,?hm?dli q.,5355556,133000,vasit?çi (agent),var,https://bina.az/items/5355556,40.36486117,49.96268152,5,9
273,Yeni tikili,47,yoxdur,var,2,20 Yanvar m.,Yasamal r.,4430848,146320,Ya?ay?? Kompleksi,var,https://bina.az/items/4430848,40.39781016,49.808321,20,20
274,Köhn? tikili,35,var,var,1,?n?aatç?lar m.,Yasamal r.,5375272,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375272,40.38318203,49.80959581,4,5
275,Köhn? tikili,65,var,var,3,Suraxan? r.,Z?? q.,5375263,120000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5375263,40.342,49.978,2,4
276,Yeni tikili,55,var,var,2,Neftçil?r m.,Nizami r.,5264137,137500,vasit?çi (agent),Yoxdur,https://bina.az/items/5264137,40.41032052,49.95313852,9,18
277,Köhn? tikili,33,var,var,1,Memar ?c?mi m.,8 Noyabr m.,5332072,112000,vasit?çi (agent),Yoxdur,https://bina.az/items/5332072,40.40918279,49.82025146,1,5
278,Köhn? tikili,45,var,var,2,Bin?q?di r.,8-ci mikrorayon q.,5296356,102000,vasit?çi (agent),Yoxdur,https://bina.az/items/5296356,40.41292298,49.83703429,5,5
279,Köhn? tikili,75,var,var,3,Memar ?c?mi m.,Bin?q?di r.,5375212,138000,vasit?çi (agent),var,https://bina.az/items/5375212,40.41896912,49.81141623,9,9
280,Köhn? tikili,58,var,var,2,Memar ?c?mi m.,N?simi r.,5172637,122000,vasit?çi (agent),Yoxdur,https://bina.az/items/5172637,40.41075109,49.81691738,1,5
281,Yeni tikili,35,yoxdur,var,2,?ah ?smay?l X?tai m.,X?tai r.,5284244,135000,vasit?çi (agent),Yoxdur,https://bina.az/items/5284244,40.3815393,49.87228835,16,17
282,Yeni tikili,82,yoxdur,yoxdur,2,H?zi Aslanov m.,X?tai r.,5343332,144000,vasit?çi (agent),Yoxdur,https://bina.az/items/5343332,40.3664311,49.9546053,11,13
283,Köhn? tikili,42,var,var,2,Montin bazar?,N?riman N?rimanov m.,5374467,118000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374467,40.39696411,49.87838826,2,5
284,Köhn? tikili,45,var,var,2,N?riman N?rimanov park?,R?ssaml?q Akademiyas?,5374910,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374910,40.39970913,49.8768742,2,5
285,Yeni tikili,80,var,yoxdur,2,?hm?dli m.,X?tai r.,5375213,133000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5375213,40.38495559,49.95101792,14,17
286,Yeni tikili,55,yoxdur,yoxdur,1,Qara Qarayev m.,Nizami r.,5375211,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375211,40.41752534,49.93481366,2,16
287,Köhn? tikili,37,var,var,1,S?bail r.,Badamdar q.,5375206,125000,mülkiyy?tçi,var,https://bina.az/items/5375206,40.34047649,49.80916754,4,5
288,Köhn? tikili,35,var,var,1,Elml?r Akademiyas? m.,Yasamal r.,5375203,121000,vasit?çi (agent),Yoxdur,https://bina.az/items/5375203,40.38212777,49.81493878,5,5
289,Yeni tikili,68,yoxdur,yoxdur,2,Qara Qarayev m.,Nizami r.,5332908,147000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5332908,40.41854811,49.93352725,12,14
290,Yeni tikili,55,var,var,2,?n?aatç?lar m.,Yasamal r.,5303147,134000,vasit?çi (agent),var,https://bina.az/items/5303147,40.39128712,49.79997818,16,21
291,Köhn? tikili,60,var,var,2,Köhn? Gün??li q.,X?tai r.,5375176,115000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5375176,40.36039682,49.97071888,3,9
